index,시·도,시·군,기업명,업종,생산품,매출액,기업규모,외투기업,회계기준,출처URL,홈페이지URL,비고
1150,부산광역시,강서구,동연스틸,강관 제조·금속가공업,강관·조선기자재용 파이프·강판 전처리 제품,"1,033억 291만원",중소기업,아니오,2025,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/SFdxVTZWQ0taTzB0RHdmVzdOWWNiZz09/company_nm/%EB%8F%99%EC%97%B0%EC%8A%A4%ED%8B%B8%28%EC%A3%BC%29,http://www.dongyeunsteel.com/,부산 강서구 녹산산단 생산거점을 운영하는 강관·조선기자재용 파이프 제조·전처리 기업
1151,부산광역시,동래구,행성사,전자부품 제조업,PCB 어셈블리·와이어 하네스·전기전자 부품,"1,083억 1,353만원",중소기업,아니오,2025,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/dUJBQ3IvUUhVUDEvajNrM2NTUFZlQT09/company_nm/%28%EC%A3%BC%29%ED%96%89%EC%84%B1%EC%82%AC,http://www.haengsung.com/,부산 동래구 본사를 둔 PCB 어셈블리·와이어 하네스 중심 전자부품 제조기업
1152,부산광역시,해운대구,부산도시가스,연료용 가스 제조 및 배관공급업,도시가스·집단에너지·연료전지 기반 에너지 공급,"1조 2,343억 42만원",대기업,아니오,2025,https://www.incruit.com/company/27765693/,https://www.skens.com/busan/main/index.do,SK 계열 부산지역 도시가스·집단에너지·연료전지 사업을 운영하는 민간 종합에너지기업
1153,부산광역시,사상구,삼화스틸,철강선 제조업,IHTW·DSW·ESW·PC강봉 등 특수 철강선재,"1,342억 3,988만원",중견기업,아니오,2025,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/VGVuZVZKS0phelo5eUd1MHUwTnlVQT09/company_nm/%EC%82%BC%ED%99%94%EC%8A%A4%ED%8B%B8%28%EC%A3%BC%29,https://www.samhwasteel.com/,부산 사상구 생산거점을 운영하는 자동차·기계·건설용 특수 철강선재 제조기업
1154,부산광역시,금정구,DRB동일,산업용 고무제품 제조업,산업용 고무벨트·컨베이어벨트·플라스틱 제품 등,"8,027억 4,595만원",중견기업,아니오,2025 연결,https://www.saramin.co.kr/zf_user/jobs/view?rec_idx=42730701,https://www.drbworld.com/holding/,부산 금정구 본사를 둔 산업용 고무제품·벨트 중심 DRB그룹 제조기업
1155,대구광역시,달서구,세원정공,자동차 차체용 신품 부품 제조업,FRONT SIDE MEMBER·COWL CROSS MEMBER·DASH PANEL·RADIATOR SUPPORT 등 자동차 차체부품,"1,793억 5,379만원",중소기업,아니오,2025.06 K-IFRS 연결,https://kind.krx.co.kr/external/2025/09/22/000343/20250922001024/11011.htm,http://www.se-won.co.kr,"KRX 제36기 사업보고서 기준 2025.06 연결 매출 179,353,786,749원; 대구 달서구 성서공업단지 자동차 차체부품 전문생산업체"
1156,대구광역시,달성군,현대IHL,운송장비용 조명장치 제조업,자동차 램프·리어램프·포그램프·LED 모듈,"4,462억 862만원",대기업,아니오,2025.12 개별,https://www.incruit.com/company/21360256/,https://www.ihl.co.kr/,인크루트·잡코리아 2025 매출 교차확인; 대구 달성군 테크노폴리스 대구공장 운영; 자동차 램프 전문 제조기업
1157,대구광역시,달서구,고려산업,배합사료 제조업,양계·양돈·축우용 배합사료,"2,772억 6,874만원",중견기업,아니오,2025.12 개별,https://www.catch.co.kr/Comp/CompInfo/310328,http://www.hafeed.co.kr,KRX 2025 사업보고서에서 대구 달서구 대구공장 배합사료 생산설비·생산실적 확인; 캐치(NICE평가정보)·인크루트 2025 매출 교차확인
1158,전북특별자치도,익산시,디케이씨,기타 절연선 및 케이블 제조업,"피복절연선, 전력·통신 케이블","1,297억 2,238만원",대기업,아니오,2025.12 개별(NICE평가정보),https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/MFFIemtqVUwzdDNMK3VuNjhXb0krUT09/company_nm/%28%EC%A3%BC%29%EB%94%94%EC%BC%80%EC%9D%B4%EC%94%A8 | https://www.jobkorea.co.kr/company/42611230,http://dakwangcable.co.kr,"전북 익산시 팔봉동 소재 전선·케이블 제조기업. LS그룹 계열 별도 법인. 2025년 매출 1,297억 2,238만원."
1159,전북특별자치도,군산시,에너지엔,핵반응기 및 증기 보일러 제조업,"화력·원자력 발전 터빈부품, 발전플랜트 설비","801억 6,978만원",중소기업,아니오,2025.12 개별(NICE평가정보),https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/WTNXaHE4SHp5THdCSXRodm1VZ2RvUT09/company_nm/%EC%97%90%EB%84%88%EC%A7%80%EC%97%94%28%EC%A3%BC%29 | https://www.jobkorea.co.kr/company/43535292,https://www.energyen.co.kr/,"전북 군산시 자유무역2길 72 생산거점. 화력·원자력 발전설비 및 터빈부품 제조. 2025년 매출 801억 6,978만원."
1160,전북특별자치도,김제시,사조원,가금류 가공·축산식품 제조업,"닭고기 도계·가공품, 고기통조림·조미식품","3,169억 5,057만원",중견기업,아니오,2025.12 개별(NICE평가정보),https://www.jobkorea.co.kr/company/46348062 | https://www.incruit.com/company/1690587953/,http://www.sajowon.co.kr,"전북 김제시 금산면 구성6길 122 소재 사조그룹 계열 제조기업. 가금류 사육·가공 및 고기통조림·조미식품 제조. 2025년 매출 3,169억 5천만원."
1161,전북특별자치도,익산시,스태리그룹,귀금속 및 관련제품 제조업,순금 반지·팔찌·목걸이·귀걸이·펜던트 등 주얼리 제품,"1,036억 8천만원",중소기업,아니오,2025.12 개별(NICE평가정보),https://www.starry-corp.com/ | https://www.jobkorea.co.kr/company/45709388 | https://www.yna.co.kr/view/AKR20260219097200055,https://www.starry-corp.com/,"2026년 1월 본점을 전북 익산시 낭산면 산단구평길 126-13으로 이전. 공식 홈페이지에서 익산 소재 확인. 익산 제3일반산단 주얼리 생산거점에서 순금 주얼리 제품 생산. 2025년 매출 1,036억 8천만원."
1162,강원특별자치도,춘천시,크라운제과,제과 제조·지역 유통물류업,비스킷·스낵·캔디 등 제과제품 납품·배송,"4,448억 3,842만원",중견기업,아니오,2025.12 개별,https://kind.krx.co.kr/,https://www.crown.co.kr/,춘천시 퇴계공단1길 41 춘천영업소. 공식 사업장 및 2025 사업보고서/NICE 기준
1163,전북특별자치도,전주시,한풍제약,완제 의약품 제조업,한약제제·일반/전문의약품,"1,072억 75만원",중소기업,아니오,2025.12 개별(NICE평가정보),https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/OTdEdURPOEk4MmRzdFJsTjZzMEIvZz09/company_nm/%28%EC%A3%BC%29%ED%95%9C%ED%92%8D%EC%A0%9C%EC%95%BD,http://www.hanpoong.co.kr,전주 소재 법인. 완주군 봉동읍 완주산단6로 301 생산·품질 관련 사업장 확인.
1164,전북특별자치도,완주군,한풍제약,완제 의약품 제조업,한약제제·일반/전문의약품,"1,072억 75만원",중소기업,아니오,2025.12 개별(NICE평가정보),https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/OTdEdURPOEk4MmRzdFJsTjZzMEIvZz09/company_nm/%28%EC%A3%BC%29%ED%95%9C%ED%92%8D%EC%A0%9C%EC%95%BD,http://www.hanpoong.co.kr,전주 소재 법인. 완주군 봉동읍 완주산단6로 301 생산·품질 관련 사업장 확인.
1165,전북특별자치도,군산시,강원에너지,그 외 기타 전기장비 제조업,"이차전지 전극·양극재 제조설비, 산업용 보일러·발전·환경 플랜트 설비","2,123억원",중견기업,아니오,"2025.12 연결(K-IFRS, 사업보고서)",https://kind.krx.co.kr/ | https://www.kwenergy.co.kr/content/sub01_501,https://www.kwenergy.co.kr/,전북 군산시 자유무역1길 60 본점·생산거점. 2025 사업보고서와 회사 공식 사업장 자료로 군산 제조거점 확인.
1166,전북특별자치도,군산시,태경에스비씨,기타 1차 비철금속 제조업,"산화아연, 아연말, 나노 산화아연, 나노 이산화티타늄","807억 1,415만원",중견기업,아니오,2025.12 개별(NICE평가정보),https://www.taekyungsbc.co.kr/mob/business/location | https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/WFMwYVpkV1MrNU52cEZ5Y2VTQ2h3QT09/company_nm/%ED%83%9C%EA%B2%BD%EC%97%90%EC%8A%A4%EB%B9%84%EC%94%A8%28%EC%A3%BC%29,https://www.taekyungsbc.co.kr/,"군산시 산단동서로 258 제1공장 및 오식도동 878-1 제2공장 운영. 2025년 NICE 매출 807억 1,415만원."
1167,전북특별자치도,완주군,돈돈팜,동물용 사료 및 조제식품 제조업,양돈용 배합사료,"811억 6,574만원",중소기업,아니오,2025.12 개별(NICE평가정보),https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/b3dNekd0SURRRldhTWx2Z3o2aEV4UT09/company_nm/%EB%8F%88%EB%8F%88%ED%8C%9C%28%EC%A3%BC%29 | https://www.jobkorea.co.kr/company/1386094,https://superfeed.co.kr/,"전북 완주군 이서면 소재. 양돈 및 배합사료 제조·판매. 2025년 NICE 매출 811억 6,574만원, CJ제일제당 지분 60.86%."
1168,전북특별자치도,완주군,한국프라임제약,완제 의약품 제조업,전문의약품·일반의약품 등 완제의약품,"1,512억 2,599만원",중견기업,아니오,2025.12 개별(NICE평가정보),https://m.saramin.co.kr/job-search/company-info-view/finance?csn=aCtMYm9mSG82c1cvbk5Rekd1N2lZQT09 | https://www.pharm.or.kr/search/upsoidfy/show.asp?idx=619,http://www.koreaprime.co.kr,"전북 완주군 봉동읍 완주산단9로 100 제조거점. 2025년 NICE 매출 1,512억 2,599만원."
1169,전북특별자치도,정읍시,에코앤솔루션,바이오 연료 및 혼합물 제조업,바이오디젤,"902억 8,502만원",중견기업,확인 불가,2025.12 개별(NICE평가정보),https://www.econsol.co.kr/ | https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/dEd4anFKQnZTdEFwanVMLzhYSTJkQT09/company_nm/%28%EC%A3%BC%29%EC%97%90%EC%BD%94%EC%95%A4%EC%86%94%EB%A3%A8%EC%85%98,https://www.econsol.co.kr/,"전북 정읍시 북면 3산단4길 93 본점·공장. 바이오디젤 제조. 2025년 NICE 매출 902억 8,502만원."
1170,전북특별자치도,익산시,한국썸벧,동물용 의약품 제조업,동물용 의약품·반려동물용품,"1,301억 6,410만원",대기업,아니오,2025.12 개별(NICE평가정보),https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/Y0RXeWVhZlpCbklBNTNvb1VLY0txQT09/company_nm/%ED%95%9C%EA%B5%AD%EC%8D%B8%EB%B2%A7%28%EC%A3%BC%29 | https://www.thumbvet.co.kr/,https://www.thumbvet.co.kr/,"전북 익산 소재 동물용 의약품 제조기업. 공식 홈페이지에서 산업동물·반려동물 의약품 및 공장 운영 확인. 2025년 NICE 매출 1,301억 6,410만원."
1171,전북특별자치도,정읍시,디에스피드,동물용 사료 및 조제식품 제조업,양돈용 배합사료,"2,924억 4,614만원",중견기업,아니오,2025.12 개별(NICE평가정보),https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/THFsWTVuc3ZFejNLcFJQbXl5cmJUdz09/company_nm/%EB%86%8D%EC%97%85%ED%9A%8C%EC%82%AC%EB%B2%95%EC%9D%B8%28%EC%A3%BC%29%EB%94%94%EC%97%90%EC%8A%A4%ED%94%BC%EB%93%9C,https://dodram.nonghyup.com/,"전북 정읍시 태인면 태인공단2길 29 정읍공장. 양돈 배합사료 제조. 2025년 NICE 매출 2,924억 4,614만원."
1172,전북특별자치도,군산시,성일하이메탈,금속류 원료 재생업,금·은 등 귀금속 회수·제련,"2,880억 1,128만원",중소기업,아니오,2025.12 개별(NICE평가정보),https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/SmV0NHg0WHFZUFQ3UTI3V2J6SWFlZz09/company_nm/%EC%84%B1%EC%9D%BC%ED%95%98%EC%9D%B4%EB%A9%94%ED%83%88%28%EC%A3%BC%29 | https://www.saramin.co.kr/zf_user/company-info/view/csn/SmV0NHg0WHFZUFQ3UTI3V2J6SWFlZz09/company_nm/%EC%84%B1%EC%9D%BC%ED%95%98%EC%9D%B4%EB%A9%94%ED%83%88%28%EC%A3%BC%29,https://www.sungeel.com/,"전북 군산시 군산산단로 143-15. 금·은 등 유가금속 회수·재생 제조. 2025년 NICE 매출 2,880억 1,128만원."
1173,전북특별자치도,군산시,KGM커머셜,승용차 및 기타 여객용 자동차 제조업,전기저상버스·CNG버스 등 친환경 상용차,"1,023억 1,671만원",중견기업,아니오,2025.12 개별(NICE평가정보),https://kg-mobilitycommercial.com/network | https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/ck5VWVpPcHZhRFN3TER6d2Z2TVZJQT09/company_nm/%EC%BC%80%EC%9D%B4%EC%A7%80%EB%AA%A8%EB%B9%8C%EB%A6%AC%ED%8B%B0%EC%BB%A4%EB%A8%B8%EC%85%9C%28%EC%A3%BC%29,https://kg-mobilitycommercial.com/,"전북 군산시 새만금북로 356 군산공장. 과거 에디슨모터스 계열 상호까지 정규화 대조. 2025년 NICE 매출 1,023억 1,671만원, KG모빌리티 100% 지배."
1174,전북특별자치도,익산시,인아,귀금속 및 관련제품 제조업,귀걸이·펜던트 등 귀금속·장신구 제품,"1,264억 748만원",중소기업,확인 불가,2025.12 개별(NICE평가정보·감사보고서),https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/dVBqQVdjb28rSzE5OU5hZmtsQkVRUT09/company_nm/%28%EC%A3%BC%29%EC%9D%B8%EC%95%84 | https://www.saramin.co.kr/zf_user/company-info/view/csn/dVBqQVdjb28rSzE5OU5hZmtsQkVRUT09/company_nm/%28%EC%A3%BC%29%EC%9D%B8%EC%95%84,미등록,"전북 익산시 선화로63길 19-8 소재. 보석·귀금속·장신구제품 제조. 2025년 NICE 매출 1,264억 748만원."
1175,대구광역시,달성군,유림테크,자동차부품 제조업,전기·하이브리드차 구동모터 하우징·차량통합제어기 하우징·알루미늄 다이캐스팅 부품,"1,025억 8,628만원",중소기업,아니오,2025.12 개별,https://www.jobkorea.co.kr/company/42255418,http://www.yulim-tech.kr/,NICE평가정보 기반 2025 매출 확인; 대구 달성군 구지공장 자동차부품 생산 가동 확인
1176,대구광역시,북구,동보,자동차 엔진용 신품 부품 제조업,전기차 로터 어셈블리·로터 샤프트·자동차 엔진·변속기 부품,"4,385억 4,762만원",중견기업,아니오,2025.12 개별,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/TldZWjFPTWp4UVZUMWdIbnUzM05mQT09/company_nm/%28%EC%A3%BC%29%EB%8F%99%EB%B3%B4,http://www.dongbo.com,사람인(NICE평가정보)·인크루트 2025 매출 교차확인; 대구 북구 대구공장 전기차 로터 부품 생산
1177,대구광역시,달성군,삼기,자동차용 알루미늄 다이캐스팅 부품 제조업,하이브리드 밸브바디·EV 배터리케이스·모터하우징·엔진·변속기 부품,"5,705억 3,900만원",중견기업,아니오,2025.12 IFRS 연결,https://samkee.com/kor/investment/ir.asp,https://www.samkee.com/,회사 공식 IR 2025 연결 매출 확인; 대구 달성군 대구공장 자동차부품 생산
1178,대구광역시,달성군,대영포장,골판지 제조업,골판지원단·골판지상자,"2,837억 2백만원",중견기업,아니오,2025.12 개별,https://kind.krx.co.kr/external/2026/03/19/001598/20260319006548/11011.htm,http://www.dygroup.co.kr,KRX 2025 사업보고서·NICE평가정보 기반 매출 교차확인; 대구 달성군 구지면 대구공장 골판지·상자 생산
1179,대구광역시,달서구,SPC삼립,빵류·식품 제조업,포장빵·식빵·햄버거 번·베이커리 및 식품 제품,"1조 6,061억 2,013만원",중견기업,아니오,2025.12 개별,https://kind.krx.co.kr/external/2026/02/23/001156/20260223002872/00591.htm,http://www.spcsamlip.co.kr,KRX 2025 매출·나이스디앤비 교차확인; 대구 달서구 대구센터 생산능력·생산실적 및 제과제빵 생산공장 확인
